City,Original Equipment Manufacturer,Car,Year,Price,Kms Driven,Owner,Fuel Type,Transmission,Mileage,Max Power,Engine
Bangalore,Volkswagen,Volkswagen Polo,2010,3.6,100000.0,2,Diesel,Manual,22.07,73.9,1199.0
Bangalore,Audi,Audi A6,2013,16.0,80000.0,1,Diesel,Automatic,17.68,174.33,1968.0
Bangalore,Maruti,Maruti Estilo,2009,2.0,40000.0,3,Petrol,Manual,19.5,,1061.0
Bangalore,Skoda,Skoda Octavia,2018,16.0,70000.0,1,Diesel,Manual,21.0,141.0,1968.0
Bangalore,Hyundai,Hyundai i20,2013,3.81,90106.0,2,Diesel,Manual,21.9,88.8,1396.0
Bangalore,Skoda,Skoda Superb,2009,4.0,50000.0,1,Petrol,Manual,13.7,157.75,1798.0
Bangalore,Maruti,Maruti Celerio,2016,3.89,138175.0,1,Petrol,Automatic,26.68,65.71,998.0
Bangalore,Renault,Renault KWID,2019,4.45,55609.0,1,Petrol,Manual,23.01,67.0,999.0
Bangalore,Tata,Tata Indica V2,2015,1.86,120000.0,3,Diesel,Manual,17.88,48.21,1405.0
Bangalore,Maruti,Maruti Swift,2018,6.42,56410.0,1,Petrol,Automatic,22.56,88.5,1197.0
Bangalore,Maruti,Maruti Baleno,2022,7.25,30000.0,1,Petrol,Manual,22.35,88.5,1197.0
Bangalore,Hyundai,Hyundai i20,2017,6.16,77593.0,1,Petrol,Manual,18.6,81.83,1197.0
Bangalore,Honda,Honda WR-V,2018,6.94,49538.0,1,Petrol,Manual,17.5,88.7,1199.0
Bangalore,Chevrolet,Chevrolet Cruze,2012,4.0,87000.0,4,Diesel,Manual,17.3,163.7,1998.0
Bangalore,Mahindra,Mahindra Bolero,2016,6.5,80000.0,1,Diesel,Manual,15.96,63.0,2523.0
Bangalore,Datsun,Datsun RediGO,2018,3.0,50000.0,2,Petrol,Manual,22.5,67.0,999.0
Bangalore,Maruti,Maruti Swift,2012,4.0,120000.0,1,Diesel,Manual,22.9,74.0,1248.0
Bangalore,Maruti,Maruti Swift,2018,6.49,30000.0,1,Petrol,Manual,22.0,81.8,1197.0
Bangalore,Volkswagen,Volkswagen Polo,2010,3.6,100000.0,2,Diesel,Manual,22.07,73.9,1199.0
Bangalore,Volkswagen,Volkswagen Polo,2010,3.6,100000.0,2,Diesel,Manual,22.07,73.9,1199.0
Bangalore,Hyundai,Hyundai Santro Xing,2010,2.4,120000.0,3,Petrol,Manual,17.92,62.1,1086.0
Bangalore,Hyundai,Hyundai Grand i10 Nios,2021,8.0,30000.0,1,Petrol,Automatic,20.7,81.86,1197.0
Bangalore,Maruti,Maruti Swift,2009,3.5,100000.0,1,Diesel,Manual,17.8,,1248.0
Bangalore,Maruti,Maruti Celerio,2016,4.15,41268.0,2,Petrol,Manual,25.24,65.71,998.0
Bangalore,Maruti,Maruti Swift,2011,3.84,60020.0,1,Petrol,Manual,22.38,88.5,1197.0
Bangalore,Mahindra,Mahindra XUV500,2015,9.0,120000.0,1,Diesel,Manual,16.0,140.0,2179.0
Bangalore,Hyundai,Hyundai i20,2016,7.82,32148.0,1,Diesel,Manual,22.54,88.73,1396.0
Bangalore,Maruti,Maruti Celerio,2016,4.63,69565.0,1,Petrol,Automatic,26.0,65.71,998.0
Bangalore,Honda,Honda Jazz,2017,6.6,60000.0,1,Diesel,Manual,27.3,98.6,1498.0
Bangalore,Maruti,Maruti Swift,2018,6.63,26007.0,1,Petrol,Automatic,22.56,88.5,1197.0
Bangalore,Ford,Ford Ecosport,2018,9.0,30000.0,2,Petrol,Manual,18.88,123.24,999.0
Bangalore,Maruti,Maruti Swift,2010,3.16,134850.0,2,Petrol,Manual,22.38,88.5,1197.0
Bangalore,Maruti,Maruti Celerio,2015,4.36,44385.0,1,Petrol,Manual,25.24,65.71,998.0
Bangalore,Tata,Tata New Safari,2009,2.8,120000.0,2,Diesel,Manual,13.93,138.0,2179.0
Bangalore,Hyundai,Hyundai Creta,2018,13.5,30000.0,1,Diesel,Manual,19.67,126.2,1582.0
Bangalore,BMW,BMW 3 Series,2011,9.75,87000.0,3,Diesel,Automatic,13.2,170.0,1995.0
Bangalore,Honda,Honda City,2014,5.2,102662.0,1,Petrol,Automatic,18.0,117.3,1497.0
Bangalore,Skoda,Skoda Kushaq,2022,17.65,13802.0,1,Petrol,Automatic,17.2,113.98,999.0
Bangalore,Ford,Ford Figo,2011,1.75,90000.0,4,Diesel,Manual,20.0,68.0,1399.0
Bangalore,Hyundai,Hyundai i20,2011,4.0,40000.0,2,Petrol,Manual,17.0,,1197.0
Bangalore,Mercedes-Benz,Mercedes-Benz C-Class,2011,9.5,65000.0,2,Petrol,Automatic,14.74,184.0,1991.0
Bangalore,Kia,Kia Seltos,2020,15.95,42000.0,1,Petrol,Manual,16.1,138.0,1353.0
Bangalore,Hyundai,Hyundai Grand i10,2017,5.93,13444.0,2,Petrol,Automatic,18.9,81.86,1197.0
Bangalore,Mahindra,Mahindra XUV300,2019,10.57,56226.0,1,Diesel,Manual,20.0,115.0,1497.0
Bangalore,Renault,Renault KWID,2020,5.6,8733.0,1,Petrol,Automatic,22.0,67.0,999.0
Bangalore,Honda,Honda City,2020,12.64,57963.0,1,Petrol,Automatic,18.3,119.35,1498.0
Bangalore,Honda,Honda City,2022,16.66,19508.0,1,Petrol,Automatic,16.4,78.0,1497.0
Bangalore,Honda,Honda City,2018,7.89,49423.0,1,Petrol,Manual,17.4,117.6,1497.0
Bangalore,Maruti,Maruti Swift,2012,4.59,78622.0,2,Petrol,Manual,22.38,88.5,1197.0
Bangalore,Hyundai,Hyundai Venue,2022,12.75,18025.0,1,Diesel,Manual,,113.45,1493.0
Bangalore,Honda,Honda City,2010,3.75,68220.0,1,Petrol,Manual,17.0,,1497.0
Bangalore,Jeep,Jeep Meridian,2022,38.75,6000.0,1,Diesel,Automatic,,172.35,1956.0
Bangalore,Mahindra,Mahindra Thar,2018,9.85,59889.0,1,Diesel,Manual,16.55,105.0,2498.0
Bangalore,Jaguar,Jaguar XE,2019,37.75,11000.0,2,Diesel,Automatic,13.5,177.0,1999.0
Bangalore,Hyundai,Hyundai i20,2019,8.25,38500.0,1,Petrol,Manual,18.6,81.86,1197.0
Bangalore,Toyota,Toyota Fortuner,2013,16.25,120000.0,2,Diesel,Automatic,12.55,168.5,2982.0
Bangalore,BMW,BMW 3 Series,2016,21.98,39157.0,2,Diesel,Automatic,22.69,190.0,1995.0
Bangalore,Toyota,Toyota Innova,2008,8.25,162000.0,1,Diesel,Manual,12.8,102.0,2494.0
Bangalore,BMW,BMW 1 Series,2013,11.75,89900.0,2,Petrol,Automatic,16.28,136.0,1598.0
Bangalore,Maruti,Maruti Baleno,2017,6.56,58666.0,1,Petrol,Automatic,21.4,83.1,1197.0
Bangalore,Maruti,Maruti Swift Dzire,2018,6.12,54137.0,1,Petrol,Automatic,21.21,81.8,1197.0
Bangalore,Toyota,Toyota Fortuner,2011,11.95,180000.0,2,Diesel,Manual,11.5,171.0,2982.0
Bangalore,Renault,Renault KWID,2019,4.36,21997.0,1,Petrol,Manual,23.01,67.0,999.0
Bangalore,Maruti,Maruti Swift Dzire,2020,7.21,40394.0,2,Petrol,Automatic,21.21,81.8,1197.0
Bangalore,BMW,BMW X1,2015,17.5,49000.0,2,Diesel,Automatic,17.05,184.0,1995.0
Bangalore,Ford,Ford Ecosport,2017,6.2,80390.0,1,Petrol,Manual,15.85,110.4,1499.0
Bangalore,Mercedes-Benz,Mercedes-Benz C-Class,2018,32.99,52721.0,1,Diesel,Automatic,12.6,194.0,1950.0
Bangalore,Maruti,Maruti Baleno,2017,6.43,55127.0,1,Petrol,Automatic,21.4,83.1,1197.0
Bangalore,Ford,Ford Ecosport,2018,8.22,35922.0,2,Diesel,Manual,23.0,98.96,1498.0
Bangalore,Honda,Honda Amaze,2019,8.38,16883.0,1,Petrol,Automatic,19.0,88.76,1199.0
Bangalore,Renault,Renault Duster,2013,6.25,86000.0,2,Diesel,Manual,19.6,108.45,1461.0
Bangalore,Skoda,Skoda Octavia,2016,11.25,88000.0,1,Petrol,Automatic,15.1,178.0,1798.0
Bangalore,Jeep,Jeep Compass,2020,25.45,34000.0,1,Diesel,Automatic,17.1,173.0,1956.0
Bangalore,Skoda,Skoda Fabia,2013,3.45,110000.0,1,Diesel,Manual,20.86,75.0,1199.0
Bangalore,Renault,Renault Duster,2020,9.99,55398.0,1,Diesel,Manual,19.87,,1461.0
Bangalore,Ford,Ford Ecosport,2015,6.75,54000.0,2,Petrol,Automatic,14.7,120.69,1496.0
Bangalore,Volkswagen,Volkswagen Polo,2019,8.75,25829.0,1,Petrol,Manual,18.78,75.0,999.0
Bangalore,Maruti,Maruti Celerio,2016,4.85,36913.0,1,Petrol,Manual,23.1,67.04,998.0
Bangalore,Hyundai,Hyundai i20,2018,7.75,34000.0,1,Diesel,Manual,22.54,88.73,1396.0
Bangalore,Maruti,Maruti Swift,2018,6.55,42162.0,2,Petrol,Automatic,22.56,88.5,1197.0
Bangalore,Maruti,Maruti Celerio,2016,5.25,48041.0,2,Petrol,Automatic,23.1,67.04,998.0
Bangalore,Renault,Renault KWID,2020,4.42,43285.0,3,Petrol,Manual,23.01,67.0,999.0
Bangalore,Hyundai,Hyundai i20,2012,4.76,44326.0,1,Petrol,Manual,18.5,82.85,1197.0
Bangalore,Volkswagen,Volkswagen Polo,2017,8.65,62984.0,2,Petrol,Automatic,17.21,103.5,1197.0
Bangalore,Maruti,Maruti Swift,2010,3.38,99276.0,2,Petrol,Manual,22.38,88.5,1197.0
Bangalore,Hyundai,Hyundai Creta,2018,12.99,42812.0,2,Petrol,Automatic,13.0,121.3,1591.0
Bangalore,Maruti,Maruti Swift,2013,4.92,57770.0,1,Petrol,Manual,22.38,88.5,1197.0
Bangalore,Hyundai,Hyundai Grand i10,2017,5.44,42220.0,3,Petrol,Automatic,18.9,81.86,1197.0
Bangalore,Mahindra,Mahindra XUV500,2016,13.65,66977.0,1,Diesel,Automatic,16.0,140.0,2179.0
Bangalore,Hyundai,Hyundai Venue,2021,10.85,29916.0,1,Petrol,Manual,18.0,118.35,998.0
Bangalore,Skoda,Skoda Slavia,2022,14.88,10066.0,1,Petrol,Automatic,18.07,113.98,999.0
Bangalore,Skoda,Skoda Rapid,2019,9.39,39243.0,2,Petrol,Automatic,14.84,103.2,1598.0
Bangalore,Skoda,Skoda Rapid,2017,8.88,36309.0,2,Petrol,Automatic,14.84,103.2,1598.0
Bangalore,Maruti,Maruti Celerio,2014,4.25,69408.0,1,Petrol,Automatic,23.1,67.04,998.0
Bangalore,Honda,Honda Amaze,2019,8.18,12064.0,2,Petrol,Automatic,19.0,88.76,1199.0
Bangalore,Mercedes-Benz,Mercedes-Benz E-Class,2013,19.44,74000.0,1,Diesel,Automatic,14.21,203.0,2143.0
Bangalore,Maruti,Maruti Swift,2018,6.95,18000.0,1,Petrol,Automatic,22.0,81.8,1197.0
Bangalore,Volkswagen,Volkswagen Vento,2010,4.75,59000.0,1,Petrol,Automatic,14.4,103.6,1598.0
Bangalore,Hyundai,Hyundai Grand i10,2018,5.51,17190.0,1,Petrol,Manual,18.9,81.86,1197.0
Bangalore,Maruti,Maruti Wagon R,2013,3.52,58323.0,1,Petrol,Manual,18.9,67.1,998.0
Bangalore,Honda,Honda City,2015,6.0,40765.0,1,Petrol,Manual,17.8,117.3,1497.0
Bangalore,Maruti,Maruti Celerio,2016,4.79,58198.0,2,Petrol,Automatic,26.0,65.71,998.0
Bangalore,Hyundai,Hyundai Grand i10,2019,5.59,42976.0,1,Petrol,Manual,18.9,81.86,1197.0
Bangalore,Hyundai,Hyundai Tucson,2017,15.19,104507.0,1,Diesel,Automatic,,,1995.0
Bangalore,Maruti,Maruti Swift Dzire,2012,4.09,44074.0,1,Petrol,Manual,22.41,88.5,1197.0
Bangalore,Maruti,Maruti Wagon R,2017,5.39,21000.0,1,Petrol,Automatic,21.79,67.05,998.0
Bangalore,Maruti,Maruti Swift,2021,7.37,14089.0,1,Petrol,Manual,22.38,88.5,1197.0
Bangalore,Honda,Honda City,2014,5.26,94378.0,2,Diesel,Manual,26.0,98.6,1498.0
Bangalore,Mahindra,Mahindra XUV500,2016,13.5,71000.0,1,Diesel,Automatic,16.0,140.0,2179.0
Bangalore,Toyota,Toyota Fortuner,2018,31.94,174000.0,1,Diesel,Manual,14.24,174.5,2755.0
Bangalore,Hyundai,Hyundai Grand i10,2016,5.85,58000.0,2,Petrol,Automatic,18.9,82.0,1197.0
Bangalore,Audi,Audi Q3,2014,14.95,113000.0,2,Diesel,Automatic,15.73,174.33,1968.0
Bangalore,Volvo,Volvo XC 90,2010,10.9,170402.0,2,Diesel,Automatic,11.1,200.0,2400.0
Bangalore,Audi,Audi A4,2016,21.0,30000.0,2,Diesel,Automatic,18.25,187.74,1968.0
Bangalore,Maruti,Maruti Swift Dzire,2014,5.9,59000.0,1,Petrol,Manual,19.1,85.8,1197.0
Bangalore,Mahindra,Mahindra XUV500,2021,18.99,25883.0,1,Diesel,Manual,15.1,152.87,2179.0
Bangalore,Volkswagen,Volkswagen Taigun,2021,15.45,32746.0,1,Petrol,Manual,20.08,113.98,999.0
Bangalore,Skoda,Skoda Octavia,2017,18.95,35038.0,1,Petrol,Automatic,14.7,177.5,1798.0
Bangalore,Ford,Ford Freestyle,2018,5.4,38995.0,3,Petrol,Manual,19.0,94.68,1194.0
Bangalore,Maruti,Maruti Swift,2013,4.91,61102.0,1,Petrol,Manual,22.38,88.5,1197.0
Bangalore,Skoda,Skoda Yeti,2012,6.25,132000.0,2,Diesel,Manual,17.67,138.08,1968.0
Bangalore,Maruti,Maruti S-Presso,2021,4.36,52288.0,1,Petrol,Manual,21.7,65.71,998.0
Bangalore,Honda,Honda Jazz,2017,6.16,69054.0,1,Petrol,Automatic,19.0,88.7,1199.0
Bangalore,Renault,Renault Duster,2015,6.75,67000.0,1,Petrol,Manual,13.24,102.57,1598.0
Bangalore,Maruti,Maruti Swift Dzire,2015,5.33,51745.0,2,Diesel,Manual,26.59,74.0,1248.0
Bangalore,Audi,Audi A3 cabriolet,2015,34.95,22000.0,1,Petrol,Automatic,16.6,177.0,1798.0
Bangalore,Hyundai,Hyundai Grand i10,2017,6.26,11268.0,2,Petrol,Manual,18.9,81.86,1197.0
Bangalore,Tata,Tata Tiago,2020,6.32,24357.0,1,Petrol,Manual,20.09,84.82,1199.0
Bangalore,Toyota,Toyota Innova Crysta,2016,17.75,157000.0,2,Diesel,Manual,13.68,147.51,2393.0
Bangalore,Honda,Honda City,2018,10.0,9982.0,1,Petrol,Manual,17.0,,1497.0
Bangalore,Audi,Audi A3,2020,28.75,22000.0,1,Diesel,Automatic,20.38,143.0,1968.0
Bangalore,Hyundai,Hyundai Venue,2020,10.85,27000.0,1,Petrol,Manual,18.0,118.35,998.0
Bangalore,BMW,BMW 3 Series,2017,22.75,68000.0,2,Diesel,Automatic,22.69,187.74,1995.0
Bangalore,Hyundai,Hyundai Venue,2022,13.65,19000.0,1,Petrol,Automatic,18.15,118.35,998.0
Bangalore,BMW,BMW X1,2012,15.5,41000.0,2,Diesel,Automatic,17.05,184.0,1995.0
Bangalore,BMW,BMW X1,2018,30.25,49000.0,1,Diesel,Automatic,20.68,188.0,1995.0
Bangalore,BMW,BMW 5 Series,2018,42.75,45000.0,2,Diesel,Automatic,20.37,187.74,1995.0
Bangalore,BMW,BMW X5,2016,44.5,75000.0,2,Diesel,Automatic,11.7,245.0,2993.0
Bangalore,Maruti,Maruti Celerio,2015,4.83,39613.0,1,Petrol,Manual,25.24,65.71,998.0
Bangalore,Honda,Honda City,2018,10.07,68906.0,2,Petrol,Automatic,18.0,117.6,1497.0
Bangalore,Renault,Renault Duster,2019,9.95,33000.0,1,Petrol,Automatic,13.9,105.0,1498.0
Bangalore,Maruti,Maruti Swift Dzire,2016,5.73,71423.0,1,Petrol,Manual,22.41,88.5,1197.0
Bangalore,Maruti,Maruti Swift Dzire,2015,6.58,17811.0,1,Petrol,Manual,22.41,88.5,1197.0
Bangalore,Hyundai,Hyundai Creta,2017,12.45,79000.0,1,Diesel,Automatic,17.6,126.2,1582.0
Bangalore,Maruti,Maruti Baleno,2020,9.06,9724.0,1,Petrol,Automatic,21.4,83.1,1197.0
Bangalore,Hyundai,Hyundai Creta,2019,11.95,75000.0,1,Petrol,Manual,15.8,121.3,1591.0
Bangalore,Toyota,Toyota Yaris,2021,10.31,20754.0,1,Petrol,Manual,17.1,105.94,1496.0
Bangalore,Hyundai,Hyundai Grand i10,2015,4.13,50510.0,3,Petrol,Manual,18.9,82.0,1197.0
Bangalore,Hyundai,Hyundai Grand i10,2019,6.24,35000.0,1,Petrol,Manual,18.9,81.86,1197.0
Bangalore,Hyundai,Hyundai Verna,2011,4.65,85000.0,3,Diesel,Manual,22.32,126.32,1582.0
Bangalore,Honda,Honda City,2018,10.5,48979.0,1,Petrol,Automatic,18.0,117.3,1497.0
Bangalore,Tata,Tata Nexon,2017,7.25,46000.0,2,Petrol,Manual,17.0,108.5,1198.0
Bangalore,Mahindra,Mahindra Thar,2020,18.0,9000.0,1,Diesel,Automatic,,130.0,2184.0
Bangalore,Ford,Ford Aspire,2018,6.5,70000.0,2,Diesel,Manual,26.1,99.23,1498.0
Bangalore,Volvo,Volvo S60,2014,13.95,78000.0,2,Diesel,Automatic,27.03,190.0,1969.0
Bangalore,Honda,Honda Amaze,2021,8.65,1500.0,1,Diesel,Manual,24.7,98.63,1498.0
Bangalore,BMW,BMW 5 Series,2011,14.23,70000.0,2,Diesel,Automatic,18.48,177.0,1995.0
Bangalore,MG,MG Gloster,2023,43.99,8187.0,1,Diesel,Automatic,13.92,158.79,1996.0
Bangalore,Maruti,Maruti Swift Dzire,2014,4.75,81777.0,3,Petrol,Manual,22.41,88.5,1197.0
Bangalore,Honda,Honda City,2016,7.47,48698.0,2,Petrol,Automatic,18.0,117.3,1497.0
Bangalore,Kia,Kia Seltos,2020,15.9,21000.0,1,Petrol,Automatic,16.5,138.08,1353.0
Bangalore,Hyundai,Hyundai Grand i10,2016,5.2,67771.0,2,Petrol,Automatic,18.9,82.0,1197.0
Bangalore,Maruti,Maruti Swift Dzire,2015,5.3,60386.0,1,Petrol,Manual,22.41,88.5,1197.0
Bangalore,Tata,Tata Tiago,2018,5.95,48928.0,1,Petrol,Automatic,23.84,83.83,1199.0
Bangalore,Hyundai,Hyundai i20,2010,3.12,111374.0,1,Petrol,Manual,18.5,82.85,1197.0
Bangalore,Hyundai,Hyundai Creta,2017,9.2,33000.0,2,Petrol,Manual,15.8,121.3,1591.0
Bangalore,Maruti,Maruti Alto 800,2021,4.03,40561.0,1,Petrol,Manual,22.05,47.33,796.0
Bangalore,Maruti,Maruti Swift,2013,4.15,92529.0,1,Petrol,Manual,22.38,88.5,1197.0
Bangalore,Honda,Honda Amaze,2019,8.5,42000.0,1,Petrol,Automatic,18.1,88.7,1199.0
Bangalore,Kia,Kia Carnival,2020,27.0,55342.0,1,Diesel,Automatic,14.11,197.26,2199.0
Bangalore,Ford,Ford Ecosport,2021,11.45,51000.0,1,Diesel,Manual,21.7,98.96,1498.0
Bangalore,Mahindra,Mahindra XUV500,2018,12.75,37000.0,2,Diesel,Manual,15.1,152.87,2179.0
Bangalore,Honda,Honda Jazz,2017,6.45,36468.0,1,Petrol,Manual,18.7,88.7,1199.0
Bangalore,Mahindra,Mahindra XUV300,2022,14.4,11250.0,1,Petrol,Manual,16.82,108.62,1197.0
Bangalore,Maruti,Maruti Ertiga,2019,11.45,36000.0,1,Petrol,Manual,19.01,103.26,1462.0
Bangalore,Hyundai,Hyundai Venue,2019,12.25,36368.0,1,Petrol,Automatic,18.15,118.35,998.0
Bangalore,Mercedes-Benz,Mercedes-Benz S-Class,2016,52.75,36000.0,2,Diesel,Automatic,13.5,254.79,2987.0
Bangalore,BMW,BMW X3,2017,38.0,62000.0,3,Diesel,Automatic,18.56,190.0,1995.0
Bangalore,Honda,Honda City,2018,8.88,39466.0,1,Petrol,Manual,17.4,117.6,1497.0
Bangalore,Maruti,Maruti Swift,2014,5.07,49570.0,1,Petrol,Manual,22.38,88.5,1197.0
Bangalore,Volkswagen,Volkswagen Vento,2018,10.2,23382.0,2,Petrol,Automatic,18.19,103.2,1197.0
Bangalore,Maruti,Maruti S-Presso,2021,4.72,42954.0,1,Petrol,Manual,21.7,67.05,998.0
Bangalore,Maruti,Maruti Swift,2014,4.71,68306.0,1,Petrol,Manual,22.38,88.5,1197.0
Bangalore,Hyundai,Hyundai i20,2018,8.21,54961.0,1,Diesel,Manual,22.54,88.76,1396.0
Bangalore,Maruti,Maruti Swift,2015,5.1,91087.0,1,Petrol,Manual,22.38,88.5,1197.0
Bangalore,Renault,Renault KWID,2022,5.99,16691.0,1,Petrol,Manual,21.74,67.0,999.0
Bangalore,Maruti,Maruti Wagon R,2016,4.02,80190.0,1,Petrol,Manual,20.51,67.04,998.0
Bangalore,Hyundai,Hyundai Creta,2017,10.02,54639.0,1,Petrol,Manual,15.29,121.3,1591.0
Bangalore,Maruti,Maruti SX4 S Cross,2020,9.75,50225.0,1,Petrol,Manual,18.55,103.25,1462.0
Bangalore,Hyundai,Hyundai i20,2018,7.95,68017.0,1,Diesel,Manual,22.54,88.76,1396.0
Bangalore,Volkswagen,Volkswagen Polo,2016,5.5,87912.0,1,Petrol,Manual,16.2,74.0,1199.0
Bangalore,Tata,Tata Nexon,2021,12.98,2045.0,1,Petrol,Manual,17.57,118.36,1199.0
Bangalore,Maruti,Maruti SX4 S Cross,2021,10.85,24305.0,1,Petrol,Manual,18.55,103.25,1462.0
Bangalore,Tata,Tata Nano,2015,3.35,2500.0,1,Petrol,Automatic,25.4,37.5,624.0
Bangalore,Tata,Tata Nexon,2020,11.09,31489.0,1,Petrol,Automatic,17.05,118.35,1199.0
Bangalore,Fiat,Fiat Linea,2014,3.5,82268.0,2,Petrol,Manual,14.6,112.0,1368.0
Bangalore,Ford,Ford Ecosport,2019,8.95,73834.0,1,Diesel,Manual,23.0,98.96,1498.0
Bangalore,Toyota,Toyota Fortuner,2014,17.75,73000.0,2,Diesel,Manual,13.0,168.5,2982.0
Bangalore,Maruti,Maruti Celerio,2017,4.66,41436.0,1,Petrol,Manual,23.1,67.04,998.0
Bangalore,Honda,Honda City,2019,9.24,19024.0,2,Petrol,Manual,17.4,117.6,1497.0
Bangalore,Mahindra,Mahindra Xylo,2016,7.75,73000.0,1,Diesel,Manual,14.02,118.3,2179.0
Bangalore,Maruti,Maruti Alto 800,2020,3.78,73140.0,2,Petrol,Manual,22.05,47.33,796.0
Bangalore,Maruti,Maruti Swift,2015,5.55,29289.0,1,Petrol,Manual,22.38,88.5,1197.0
Bangalore,Honda,Honda City,2016,8.99,39116.0,1,Petrol,Automatic,18.0,117.3,1497.0
Bangalore,Maruti,Maruti Alto 800,2019,3.7,41958.0,1,Petrol,Manual,24.7,47.3,796.0
Bangalore,Honda,Honda WR-V,2018,8.1,26626.0,1,Petrol,Manual,17.5,88.7,1199.0
Bangalore,Honda,Honda Jazz,2019,7.74,63460.0,1,Petrol,Automatic,18.2,88.7,1199.0
Bangalore,Hyundai,Hyundai Santro,2019,5.3,35711.0,1,Petrol,Manual,20.3,68.0,1086.0
Bangalore,Honda,Honda WR-V,2020,9.45,20057.0,1,Petrol,Manual,16.5,88.5,1199.0
Bangalore,Tata,Tata Altroz,2020,8.8,25396.0,1,Petrol,Manual,19.33,86.83,1199.0
Bangalore,Hyundai,Hyundai i20,2013,5.25,88000.0,1,Diesel,Manual,21.27,88.76,1396.0
Bangalore,Jeep,Jeep Compass,2019,16.05,62000.0,1,Petrol,Automatic,14.1,160.77,1368.0
Bangalore,Honda,Honda City,2020,11.7,35993.0,1,Petrol,Manual,18.6,119.35,1498.0
Bangalore,Hyundai,Hyundai Grand i10,2017,6.5,34000.0,1,Petrol,Automatic,18.9,81.86,1197.0
Bangalore,Honda,Honda WR-V,2019,8.75,51338.0,1,Petrol,Manual,17.5,88.7,1199.0
Bangalore,Hyundai,Hyundai Grand i10,2015,5.0,74280.0,1,Petrol,Manual,18.9,82.0,1197.0
Bangalore,Land Rover,Land Rover Range Rover Sport,2019,95.0,82000.0,1,Diesel,Automatic,12.65,296.0,2993.0
Bangalore,Audi,Audi A6,2015,21.95,63773.0,1,Diesel,Automatic,17.68,174.33,1968.0
Bangalore,Hyundai,Hyundai Grand i10,2015,3.95,101356.0,2,Petrol,Manual,18.9,82.0,1197.0
Bangalore,Maruti,Maruti Alto 800,2020,4.21,75591.0,1,Cng,Manual,31.59,40.36,796.0
Bangalore,Hyundai,Hyundai Creta,2017,13.0,72208.0,1,Petrol,Automatic,13.0,121.3,1591.0
Bangalore,Maruti,Maruti Swift,2014,4.9,51489.0,1,Petrol,Manual,22.38,88.5,1197.0
Bangalore,Maruti,Maruti Ignis,2017,5.2,74643.0,1,Petrol,Automatic,20.89,81.8,1197.0
Bangalore,BMW,BMW X5,2008,14.5,44000.0,2,Diesel,Automatic,15.3,258.0,2993.0
Bangalore,Honda,Honda Jazz,2017,6.16,79575.0,1,Petrol,Automatic,19.0,88.7,1199.0
Bangalore,Honda,Honda WR-V,2018,8.25,54097.0,1,Petrol,Manual,17.5,88.7,1199.0
Bangalore,Honda,Honda City,2018,8.38,35288.0,2,Petrol,Manual,17.4,117.6,1497.0
Bangalore,Maruti,Maruti Swift,2019,6.18,70314.0,1,Petrol,Automatic,22.56,88.5,1197.0
Bangalore,Renault,Renault Duster,2017,8.75,96939.0,2,Diesel,Manual,19.72,108.45,1461.0
Bangalore,Nissan,Nissan Micra,2010,3.9,44824.0,2,Petrol,Manual,18.06,75.0,1198.0
Bangalore,Toyota,Toyota Innova,2014,13.49,169219.0,2,Diesel,Manual,12.99,100.6,2494.0
Bangalore,Honda,Honda City,2012,5.0,92673.0,2,Petrol,Manual,16.8,116.3,1497.0
Bangalore,Mercedes-Benz,Mercedes-Benz GL-Class,2014,41.0,79000.0,2,Diesel,Automatic,11.3,254.8,2987.0
Bangalore,Jeep,Jeep Compass,2020,21.9,20183.0,1,Diesel,Automatic,17.1,173.0,1956.0
Bangalore,Toyota,Toyota Yaris,2018,7.95,77130.0,1,Petrol,Automatic,17.8,105.5,1496.0
Bangalore,Ford,Ford Ecosport,2017,7.75,45000.0,1,Petrol,Automatic,14.7,120.69,1496.0
Bangalore,Maruti,Maruti Baleno,2017,7.45,27025.0,2,Petrol,Automatic,19.56,81.8,1197.0
Bangalore,Kia,Kia Seltos,2019,11.25,105153.0,1,Petrol,Manual,16.1,138.0,1353.0
Bangalore,Mahindra,Mahindra XUV500,2016,10.3,70509.0,1,Diesel,Manual,16.0,140.0,2179.0
Bangalore,Renault,Renault KWID,2020,5.82,11662.0,2,Petrol,Automatic,22.0,67.0,999.0
Bangalore,Hyundai,Hyundai Grand i10,2018,6.15,36176.0,1,Petrol,Manual,18.9,81.86,1197.0
Bangalore,Honda,Honda Jazz,2015,5.6,74342.0,2,Petrol,Automatic,19.0,88.7,1199.0
Bangalore,Maruti,Maruti Baleno,2016,7.1,89837.0,1,Diesel,Manual,27.39,74.0,1248.0
Bangalore,Maruti,Maruti Swift,2015,5.35,11912.0,2,Petrol,Manual,21.21,81.8,1197.0
Bangalore,Maruti,Maruti Swift,2012,4.46,55544.0,2,Diesel,Manual,22.9,74.0,1248.0
Bangalore,Ford,Ford Ecosport,2019,10.18,27027.0,1,Petrol,Automatic,14.8,121.36,1497.0
Bangalore,Honda,Honda City,2017,8.4,56363.0,1,Petrol,Automatic,18.0,117.3,1497.0
Bangalore,Hyundai,Hyundai Verna,2016,6.54,42094.0,2,Petrol,Manual,17.01,121.3,1591.0
Bangalore,Kia,Kia Seltos,2019,11.25,114912.0,1,Petrol,Manual,16.1,138.0,1353.0
